Order_ID,Date,Store_ID,Region,City,Channel,Product_ID,Category,Sub_Category,Customer_ID,Gender,Age,Payment_Method,Quantity,Unit_Price,Discount,Total_Sales,Cost,Profit,Stock_Level,Payment_Mode
7288.0,2023-10-31 15:00:00,24.0,South,Bengaluru,Online,13879.0,Electronics,Laptops,151472,Male,43,Card,4,24583.01,0.37,61949.19,75742.1,-13792.91,82,Wallet
16040.0,2024-10-30 07:00:00,84.0,South,Hyderabad,Store,58199.0,Electronics,Laptops,697109,Male,30,Card,3,29438.35,0.25,66236.29,70379.94,-4143.65,124,Cash
2854.0,2023-04-29 21:00:00,20.0,North,Chandigarh,Store,56295.0,Grocery,Beverages,734441,Female,65,Upi,1,46.76,0.09,42.55,39.85,2.7,351,Net Banking
13580.0,2024-07-19 19:00:00,54.0,West,Ahmedabad,Store,64344.0,Clothing,Ethnic,395242,Male,29,Wallet,4,1426.1,0.1,5133.96,3930.46,1203.5,234,Debit Card
15171.0,2024-09-24 02:00:00,46.0,South,Bengaluru,Store,12673.0,Electronics,Laptops,964755,Male,63,Cash,5,6195.71,0.16,26021.98,24823.44,1198.55,68,Debit Card
19008.0,2025-03-02 23:00:00,94.0,South,Bengaluru,Store,46649.0,Electronics,Laptops,350708,Female,44,Card,2,33342.84,0.18,54682.26,51706.07,2976.18,82,Net Banking
872.0,2023-02-06 07:00:00,17.0,South,Bengaluru,Store,25825.0,Grocery,Snacks,568487,Female,39,Card,5,271.02,0.09,1233.14,1090.33,142.81,133,Debit Card
14759.0,2024-09-06 22:00:00,22.0,West,Mumbai,Store,10159.0,Grocery,Fruits,710864,Male,22,Card,1,262.94,0.1,236.65,224.15,12.49,228,Cash
4232.0,2023-06-26 07:00:00,65.0,North,Jaipur,Store,50789.0,Household,Utensils,535726,Female,56,Upi,1,2648.01,0.08,2436.17,2047.91,388.26,137,Net Banking
8972.0,2024-01-09 19:00:00,96.0,East,Kolkata,Online,69274.0,Household,Decor,640760,Female,19,Card,2,4697.38,0.19,7609.76,7086.52,523.23,255,Cash
9363.0,2024-01-26 02:00:00,22.0,West,Pune,Store,57954.0,Clothing,Ethnic,531176,Male,26,Upi,1,728.22,0.13,633.55,496.41,137.14,180,Cash
4753.0,2023-07-18 00:00:00,86.0,North,Chandigarh,Store,57339.0,Grocery,Dairy,207161,Female,48,Upi,1,247.38,0.1,222.64,210.23,12.42,268,Upi
4437.0,2023-07-04 20:00:00,45.0,West,Ahmedabad,Store,50966.0,Electronics,Headphones,373696,Male,25,Card,1,52019.67,0.14,44736.92,40568.03,4168.88,113,Cash
11193.0,2024-04-11 08:00:00,41.0,East,Patna,Store,56926.0,Grocery,Fruits,727860,Female,27,Card,2,90.0,0.04,172.8,143.64,29.16,334,Cash
16744.0,2024-11-28 15:00:00,11.0,South,Bengaluru,Store,84879.0,Household,Bedding,896904,Male,41,Cash,1,3188.26,0.17,2646.26,2228.86,417.39,228,Upi
4537.0,2023-07-09 00:00:00,16.0,East,Patna,Store,21865.0,Household,Cleaning,883747,Female,45,Upi,1,3404.55,0.08,3132.19,2332.37,799.82,263,Wallet
13280.0,2024-07-07 07:00:00,96.0,East,Bhubaneswar,Store,77190.0,Grocery,Dairy,955881,Male,63,Card,1,151.39,0.07,140.79,120.98,19.82,213,Credit Card
4675.0,2023-07-14 18:00:00,74.0,North,Chandigarh,Online,55649.0,Grocery,Beverages,761983,Male,55,Card,1,228.49,0.05,217.07,192.9,24.16,225,Upi
4566.0,2023-07-10 05:00:00,64.0,East,Bhubaneswar,Store,98552.0,Household,Cleaning,464451,Female,38,Cash,1,1003.26,0.05,953.1,719.32,233.78,201,Debit Card
16810.0,2024-12-01 09:00:00,50.0,South,Chennai,Online,52750.0,Grocery,Beverages,253294,Male,28,Upi,4,149.3,0.3,418.04,489.88,-71.84,115,Upi
3518.0,2023-05-27 13:00:00,82.0,South,Hyderabad,Store,28035.0,Household,Cleaning,267124,Male,51,Card,2,3656.93,0.05,6948.17,5214.67,1733.5,199,Upi
4001.0,2023-06-16 16:00:00,85.0,South,Chennai,Store,20789.0,Clothing,Ethnic,561973,Female,49,Card,2,1675.16,0.14,2881.28,2201.22,680.05,317,Net Banking
16497.0,2024-11-18 08:00:00,44.0,West,Ahmedabad,Online,93015.0,Household,Bedding,605720,Female,64,Card,1,1414.34,0.26,1046.61,983.84,62.77,193,Debit Card
16816.0,2024-12-01 15:00:00,71.0,North,Jaipur,Online,66414.0,Clothing,Kidswear,218714,Female,56,Card,2,1320.55,0.29,1875.18,1732.46,142.72,205,Net Banking
806.0,2023-02-03 13:00:00,93.0,North,Jaipur,Store,55649.0,Clothing,Jeans,949478,Female,44,Upi,1,1117.98,0.07,1039.72,782.79,256.94,217,Cash
19879.0,2025-04-08 06:00:00,57.0,West,Pune,Store,69002.0,Clothing,Kidswear,716897,Female,55,Cash,3,1012.69,0.16,2551.98,1942.94,609.04,135,Wallet
17864.0,2025-01-14 07:00:00,71.0,East,Patna,Online,30455.0,Clothing,Kidswear,319585,Male,34,Upi,2,1713.75,0.12,3016.2,2121.12,895.08,227,Upi
10970.0,2024-04-02 01:00:00,15.0,East,Patna,Online,12238.0,Household,Cleaning,377551,Male,53,Card,1,2923.2,0.12,2572.42,2022.85,549.56,145,Net Banking
4787.0,2023-07-19 10:00:00,13.0,West,Mumbai,Store,93356.0,Household,Bedding,815636,Male,58,Card,3,264.95,0.08,731.26,555.48,175.78,172,Wallet
4518.0,2023-07-08 05:00:00,54.0,North,Jaipur,Store,44808.0,Grocery,Beverages,222150,Male,50,Wallet,3,73.6,0.0,220.8,180.93,39.87,287,Cash
9112.0,2024-01-15 15:00:00,100.0,East,Bhubaneswar,Online,54699.0,Grocery,Dairy,310593,Male,55,Card,5,245.58,0.13,1068.27,977.47,90.8,248,Cash
9329.0,2024-01-24 16:00:00,94.0,South,Chennai,Store,87279.0,Clothing,Jeans,760064,Female,28,Upi,5,1889.42,0.11,8407.92,6108.23,2299.69,325,Upi
13972.0,2024-08-05 03:00:00,51.0,West,Mumbai,Store,80108.0,Clothing,Jeans,432065,Male,52,Cash,1,524.13,0.21,414.06,362.37,51.69,229,Cash
4979.0,2023-07-27 10:00:00,48.0,West,Mumbai,Store,17403.0,Clothing,Kidswear,223192,Male,61,Card,1,456.77,0.14,392.82,327.38,65.44,148,Credit Card
14778.0,2024-09-07 17:00:00,27.0,South,Hyderabad,Store,48658.0,Clothing,Jeans,178643,Female,34,Upi,6,1424.33,0.05,8118.68,5354.37,2764.31,230,Wallet
13108.0,2024-06-30 03:00:00,33.0,North,Chandigarh,Store,18124.0,Clothing,Jeans,156187,Female,31,Card,4,752.58,0.17,2498.57,2157.24,341.32,203,Net Banking
4440.0,2023-07-04 23:00:00,65.0,East,Kolkata,Store,98123.0,Electronics,Appliances,610947,Male,26,Upi,1,37896.12,0.06,35622.35,29669.4,5952.95,209,Wallet
3934.0,2023-06-13 21:00:00,50.0,South,Chennai,Store,27870.0,Electronics,Laptops,643493,Female,31,Upi,1,17187.5,0.08,15812.5,13433.07,2379.43,55,Cash
11848.0,2024-05-08 15:00:00,82.0,East,Kolkata,Store,18947.0,Grocery,Fruits,282251,Female,47,Upi,4,226.62,0.06,852.09,713.79,138.3,141,Wallet
7176.0,2023-10-26 23:00:00,14.0,North,Jaipur,Store,35129.0,Clothing,Ethnic,500055,Female,64,Cash,5,1386.43,0.31,4783.18,4933.88,-150.69,110,Upi
3410.0,2023-05-23 01:00:00,30.0,West,Mumbai,Store,32470.0,Electronics,Laptops,246227,Male,57,Upi,5,53214.52,0.08,244786.79,198472.04,46314.75,128,Upi
1855.0,2023-03-19 06:00:00,52.0,North,Chandigarh,Store,13636.0,Clothing,Jeans,485360,Female,47,Upi,4,1298.95,0.15,4416.43,3084.99,1331.44,251,Debit Card
2048.0,2023-03-27 07:00:00,64.0,East,Bhubaneswar,Store,76040.0,Grocery,Dairy,660896,Male,20,Cash,3,140.58,0.03,409.09,359.25,49.84,270,Net Banking
12940.0,2024-06-23 03:00:00,41.0,West,Mumbai,Store,47173.0,Household,Utensils,275714,Male,53,Card,1,2062.92,0.07,1918.52,1577.65,340.86,113,Net Banking
15617.0,2024-10-12 16:00:00,10.0,West,Ahmedabad,Store,59779.0,Clothing,Ethnic,795939,Female,22,Card,4,1082.4,0.23,3333.79,3051.36,282.44,158,Cash
16949.0,2024-12-07 04:00:00,55.0,North,Jaipur,Store,61487.0,Grocery,Snacks,482672,Male,28,Card,2,192.35,0.26,284.68,306.34,-21.67,340,Cash
18427.0,2025-02-06 18:00:00,59.0,West,Ahmedabad,Store,62319.0,Electronics,Laptops,168660,Male,47,Card,1,47311.51,0.05,44945.93,37991.49,6954.44,67,Upi
4722.0,2023-07-16 17:00:00,46.0,West,Pune,Store,68289.0,Grocery,Fruits,149162,Female,50,Card,1,54.8,0.12,48.22,44.56,3.67,268,Credit Card
5188.0,2023-08-05 03:00:00,7.0,West,Pune,Store,63628.0,Grocery,Beverages,155302,Male,37,Card,2,167.98,0.05,319.16,271.0,48.16,160,Cash
2550.0,2023-04-17 05:00:00,91.0,East,Kolkata,Store,55649.0,Grocery,Dairy,329659,Male,61,Card,4,230.87,0.0,923.48,765.04,158.44,231,Credit Card
18474.0,2025-02-08 17:00:00,47.0,East,Patna,Online,98972.0,Grocery,Beverages,718302,Male,33,Upi,2,280.87,0.05,533.65,469.83,63.83,203,Upi
6851.0,2023-10-13 10:00:00,98.0,West,Pune,Store,99824.0,Clothing,Jeans,374791,Female,53,Cash,3,1645.86,0.26,3653.81,3532.95,120.86,111,Credit Card
5219.0,2023-08-06 10:00:00,51.0,South,Bengaluru,Store,64809.0,Clothing,Shirts,675701,Male,56,Upi,1,715.11,0.1,643.6,428.58,215.02,253,Wallet
11369.0,2024-04-18 16:00:00,94.0,North,Chandigarh,Store,99783.0,Grocery,Beverages,959364,Female,33,Cash,3,260.59,0.01,773.95,661.41,112.54,241,Cash
11203.0,2024-04-11 18:00:00,90.0,East,Kolkata,Store,22953.0,Household,Bedding,593701,Female,32,Cash,1,275.33,0.02,269.82,187.44,82.38,92,Wallet
18688.0,2025-02-17 15:00:00,66.0,West,Ahmedabad,Store,98452.0,Grocery,Snacks,812495,Female,29,Card,5,214.06,0.06,1006.08,859.39,146.7,171,Net Banking
3754.0,2023-06-06 09:00:00,65.0,East,Bhubaneswar,Store,28310.0,Household,Decor,585947,Female,56,Upi,1,3075.02,0.0,3075.02,2354.26,720.76,145,Net Banking
9749.0,2024-02-11 04:00:00,3.0,North,Chandigarh,Store,68310.0,Clothing,Kidswear,191183,Male,38,Card,3,814.25,0.1,2198.48,1623.59,574.89,176,Cash
15611.0,2024-10-12 10:00:00,35.0,North,Chandigarh,Store,18416.0,Grocery,Snacks,120683,Female,28,Cash,4,60.07,0.21,189.82,200.56,-10.74,228,Cash
403.0,2023-01-17 18:00:00,93.0,East,Patna,Online,30155.0,Clothing,Ethnic,183062,Male,24,Card,1,986.37,0.12,868.01,588.54,279.46,144,Cash
7543.0,2023-11-11 06:00:00,27.0,North,Chandigarh,Store,17986.0,Grocery,Fruits,147858,Female,22,Upi,4,151.27,0.19,490.11,505.65,-15.54,285,Debit Card
8044.0,2023-12-02 03:00:00,43.0,West,Pune,Online,76754.0,Clothing,Jeans,722031,Female,41,Card,6,608.5,0.33,2446.17,2529.61,-83.44,140,Debit Card
3507.0,2023-05-27 02:00:00,77.0,North,Delhi,Online,83306.0,Grocery,Dairy,838025,Female,51,Card,5,235.92,0.13,1026.25,1008.74,17.52,281,Debit Card
13573.0,2024-07-19 12:00:00,67.0,West,Pune,Store,29862.0,Household,Decor,432701,Female,32,Upi,3,2601.89,0.02,7649.56,6020.26,1629.3,176,Upi
18346.0,2025-02-03 09:00:00,23.0,North,Jaipur,Online,90288.0,Clothing,Shirts,555231,Female,32,Card,1,2163.59,0.2,1730.87,1424.7,306.17,163,Upi
18063.0,2025-01-22 14:00:00,63.0,West,Ahmedabad,Store,79375.0,Grocery,Beverages,277857,Male,62,Card,4,306.51,0.01,1213.78,969.1,244.68,327,Credit Card
16366.0,2024-11-12 21:00:00,99.0,North,Patna,Store,59967.0,Household,Utensils,960183,Male,18,Cash,5,1276.39,0.15,5424.66,4293.72,1130.94,99,Wallet
19164.0,2025-03-09 11:00:00,9.0,North,Delhi,Store,67865.0,Household,Utensils,773205,Female,43,Card,4,1356.84,0.1,4884.62,3735.93,1148.69,202,Upi
17756.0,2025-01-09 19:00:00,53.0,South,Bengaluru,Online,75690.0,Grocery,Beverages,466530,Female,22,Card,2,186.24,0.05,353.86,300.55,53.3,295,Cash
1978.0,2023-03-24 09:00:00,38.0,East,Kolkata,Store,72882.0,Electronics,Appliances,686791,Male,46,Upi,1,30365.47,0.09,27632.58,23079.32,4553.26,134,Debit Card
11793.0,2024-05-06 08:00:00,68.0,West,Pune,Store,77759.0,Grocery,Fruits,939382,Male,36,Upi,2,107.41,0.02,210.52,171.19,39.33,411,Wallet
18664.0,2025-02-16 15:00:00,13.0,North,Chandigarh,Store,54265.0,Grocery,Snacks,594863,Female,46,Upi,2,257.63,0.11,458.58,406.0,52.58,409,Debit Card
1048.0,2023-02-13 15:00:00,98.0,North,Delhi,Online,74458.0,Clothing,Ethnic,724783,Male,41,Card,3,2255.97,0.2,5414.33,4394.36,1019.97,377,Cash
9550.0,2024-02-02 21:00:00,28.0,North,Delhi,Store,86973.0,Electronics,Mobiles,316591,Female,24,Upi,3,26461.4,0.2,63507.36,61607.27,1900.09,222,Debit Card
4980.0,2023-07-27 11:00:00,20.0,East,Bhubaneswar,Online,21456.0,Clothing,Jeans,269691,Female,40,Upi,2,1362.29,0.22,2125.17,1864.82,260.36,82,Debit Card
9089.0,2024-01-14 16:00:00,70.0,South,Chennai,Store,22886.0,Grocery,Fruits,889263,Female,51,Cash,2,262.47,0.03,509.19,448.61,60.59,321,Wallet
2927.0,2023-05-02 22:00:00,29.0,East,Bhubaneswar,Online,96018.0,Grocery,Dairy,961522,Male,26,Cash,4,151.4,0.13,526.87,484.26,42.61,381,Net Banking
12852.0,2024-06-19 11:00:00,8.0,West,Mumbai,Store,54871.0,Household,Utensils,133638,Male,43,Upi,3,2134.84,0.11,5700.02,4336.98,1363.04,194,Debit Card
14650.0,2024-09-02 09:00:00,4.0,West,Pune,Online,93351.0,Grocery,Fruits,786449,Female,49,Upi,1,198.4,0.08,182.53,163.69,18.84,137,Upi
13098.0,2024-06-29 17:00:00,57.0,East,Kolkata,Store,79110.0,Household,Cleaning,595355,Male,58,Upi,3,1587.87,0.05,4525.43,3591.32,934.11,172,Wallet
4876.0,2023-07-23 03:00:00,3.0,East,Kolkata,Online,32778.0,Grocery,Snacks,357404,Female,56,Cash,3,244.41,0.16,615.91,602.4,13.52,282,Wallet
12284.0,2024-05-26 19:00:00,12.0,East,Kolkata,Store,29505.0,Clothing,Shirts,644261,Female,60,Card,4,1415.51,0.22,4416.39,3733.49,682.9,227,Upi
17711.0,2025-01-07 22:00:00,34.0,West,Mumbai,Store,49648.0,Household,Utensils,495275,Male,18,Card,1,1036.22,0.1,932.6,724.95,207.64,138,Credit Card
4095.0,2023-06-20 14:00:00,37.0,North,Jaipur,Store,88208.0,Grocery,Dairy,974377,Female,35,Card,1,286.49,0.04,275.03,241.32,33.71,110,Wallet
2388.0,2023-04-10 11:00:00,69.0,West,Ahmedabad,Store,69413.0,Household,Decor,675009,Female,42,Upi,3,2615.69,0.11,6983.89,6006.79,977.1,310,Debit Card
7367.0,2023-11-03 22:00:00,6.0,South,Chennai,Store,29344.0,Electronics,Mobiles,854429,Male,44,Upi,4,13173.21,0.26,38992.7,39241.74,-249.03,127,Wallet
4720.0,2023-07-16 15:00:00,61.0,North,Chandigarh,Store,91427.0,Household,Bedding,659521,Male,48,Card,1,2290.46,0.01,2267.56,1688.18,579.37,166,Net Banking
15567.0,2024-10-10 14:00:00,21.0,East,Bhubaneswar,Online,44768.0,Household,Decor,750436,Male,60,Upi,5,2709.12,0.34,8940.1,9427.52,-487.42,244,Debit Card
9028.0,2024-01-12 03:00:00,65.0,South,Bengaluru,Store,59495.0,Electronics,Laptops,203054,Male,47,Cash,1,51266.84,0.1,46140.16,38587.52,7552.63,118,Debit Card
6178.0,2023-09-15 09:00:00,93.0,North,Jaipur,Store,26644.0,Grocery,Fruits,616355,Female,51,Card,1,292.83,0.07,272.33,238.43,33.9,167,Cash
19030.0,2025-03-03 21:00:00,86.0,East,Patna,Online,71837.0,Electronics,Appliances,469529,Male,51,Upi,2,31105.83,0.22,48525.09,46115.28,2409.81,125,Debit Card
5823.0,2023-08-31 14:00:00,98.0,East,Patna,Online,74735.0,Electronics,Headphones,121134,Female,19,Card,2,4616.93,0.11,8218.14,7360.89,857.25,138,Debit Card
11210.0,2024-04-12 01:00:00,4.0,West,Mumbai,Store,62309.0,Household,Utensils,943867,Female,20,Card,4,1797.74,0.0,7190.96,4891.1,2299.86,188,Net Banking
17526.0,2024-12-31 05:00:00,91.0,South,Bengaluru,Online,76982.0,Grocery,Fruits,900743,Male,63,Upi,1,186.25,0.22,145.28,151.39,-6.12,322,Wallet
9999.0,2024-07-05 10:00:00,47.0,South,Hyderabad,Store,88999.0,Electronics,Appliances,918579,Female,24,Card,1,4381.89,0.11,3899.88,3523.1,376.79,192,Debit Card
12166.0,2024-05-21 21:00:00,29.0,North,Jaipur,Online,11556.0,Grocery,Beverages,260525,Female,39,Cash,3,161.04,0.15,410.65,396.05,14.6,313,Upi
4819.0,2023-07-20 18:00:00,55.0,East,Kolkata,Store,54032.0,Grocery,Beverages,583759,Male,44,Wallet,1,53.74,0.05,51.05,44.67,6.38,201,Wallet
972.0,2023-02-10 11:00:00,85.0,South,Hyderabad,Store,12893.0,Grocery,Beverages,613204,Female,19,Upi,6,71.03,0.07,396.35,341.0,55.34,364,Net Banking
2233.0,2023-04-04 00:00:00,43.0,East,Patna,Store,57780.0,Household,Bedding,574024,Female,41,Upi,1,2623.52,0.07,2439.87,1970.14,469.74,152,Credit Card
19767.0,2025-04-03 14:00:00,50.0,East,Patna,Online,77021.0,Grocery,Beverages,714652,Male,38,Upi,1,174.47,0.07,162.26,140.58,21.67,277,Upi
11575.0,2024-04-27 06:00:00,61.0,East,Bhubaneswar,Online,76088.0,Grocery,Fruits,990452,Male,41,Upi,1,106.28,0.1,95.65,88.6,7.05,272,Debit Card
15718.0,2024-10-16 21:00:00,37.0,West,Mumbai,Store,94124.0,Grocery,Fruits,524189,Female,62,Card,5,49.19,0.12,216.44,200.34,16.1,297,Credit Card
10806.0,2024-03-26 05:00:00,74.0,South,Bengaluru,Online,24298.0,Household,Cleaning,121848,Female,35,Card,2,1849.88,0.15,3144.8,2666.66,478.13,326,Cash
7089.0,2023-10-23 08:00:00,48.0,South,Chennai,Store,34491.0,Grocery,Dairy,874341,Male,21,Card,2,67.65,0.13,117.71,113.72,3.99,238,Cash
2970.0,2023-05-04 17:00:00,100.0,South,Hyderabad,Store,29631.0,Electronics,Laptops,472751,Female,46,Upi,3,49064.84,0.15,125115.34,115102.18,10013.16,158,Upi
10694.0,2024-03-21 13:00:00,99.0,East,Patna,Online,89953.0,Household,Utensils,179532,Female,63,Cash,1,500.72,0.15,425.61,358.53,67.09,299,Upi
4320.0,2023-06-29 23:00:00,28.0,North,Jaipur,Store,90278.0,Grocery,Snacks,964542,Male,26,Card,2,241.51,0.09,439.55,406.69,32.86,210,Credit Card
17835.0,2025-01-13 02:00:00,96.0,North,Chandigarh,Store,78705.0,Grocery,Fruits,524363,Female,56,Card,2,230.33,0.1,414.59,393.7,20.89,294,Debit Card
9999.0,2024-11-16 13:00:00,50.0,South,Hyderabad,Store,67908.0,Grocery,Fruits,610318,Male,25,Upi,5,151.68,0.2,606.72,632.81,-26.09,323,Debit Card
1518.0,2023-03-05 05:00:00,78.0,North,Jaipur,Store,49560.0,Clothing,Ethnic,868335,Female,33,Card,1,1349.9,0.14,1160.91,939.96,220.95,234,Credit Card
13560.0,2024-07-18 23:00:00,11.0,South,Bengaluru,Store,54434.0,Clothing,Kidswear,672238,Female,53,Cash,2,1133.84,0.16,1904.85,1592.96,311.89,176,Net Banking
13325.0,2024-07-09 04:00:00,61.0,South,Chennai,Online,66465.0,Electronics,Headphones,664628,Male,62,Card,1,43062.64,0.13,37464.5,32596.3,4868.2,169,Debit Card
4864.0,2023-07-22 15:00:00,43.0,North,Jaipur,Store,29072.0,Electronics,Mobiles,116898,Female,38,Cash,3,35408.74,0.12,93479.07,85381.02,8098.05,129,Upi
1792.0,2023-03-16 15:00:00,7.0,West,Mumbai,Store,58810.0,Grocery,Dairy,439190,Female,52,Card,2,229.86,0.06,432.14,365.76,66.37,371,Debit Card
18851.0,2025-02-24 10:00:00,89.0,East,Kolkata,Online,55649.0,Grocery,Dairy,421634,Male,61,Card,2,109.82,0.13,191.09,182.74,8.35,279,Net Banking
16629.0,2024-11-23 20:00:00,61.0,South,Chennai,Online,35782.0,Household,Utensils,907199,Female,29,Upi,2,2137.4,0.21,3377.09,2897.23,479.86,248,Cash
11698.0,2024-05-02 09:00:00,31.0,West,Pune,Store,59413.0,Grocery,Beverages,658333,Male,28,Upi,6,69.31,0.03,403.38,330.71,72.68,387,Credit Card
12418.0,2024-06-01 09:00:00,16.0,East,Patna,Store,77070.0,Grocery,Dairy,779086,Female,54,Card,4,253.83,0.02,995.01,863.6,131.41,388,Net Banking
14580.0,2024-08-30 11:00:00,8.0,South,Bengaluru,Store,76550.0,Clothing,Kidswear,402835,Female,43,Card,1,812.4,0.1,731.16,563.08,168.08,220,Net Banking
12924.0,2024-06-22 11:00:00,71.0,East,Bhubaneswar,Online,91435.0,Clothing,Jeans,202544,Female,61,Wallet,1,1859.06,0.22,1450.07,1324.5,125.56,244,Cash
7852.0,2023-11-24 03:00:00,20.0,East,Patna,Online,44567.0,Grocery,Beverages,808386,Male,35,Wallet,1,67.47,0.29,47.9,56.08,-8.17,311,Wallet
19841.0,2025-04-06 16:00:00,47.0,East,Patna,Store,59926.0,Grocery,Dairy,898441,Male,21,Cash,4,80.15,0.03,310.98,270.11,40.88,213,Wallet
14227.0,2024-08-15 18:00:00,87.0,East,Kolkata,Online,33451.0,Electronics,Headphones,936757,Female,57,Card,2,18223.45,0.24,27699.64,28452.09,-752.44,101,Wallet
9999.0,2025-02-24 23:00:00,35.0,West,Pune,Store,47914.0,Household,Utensils,924532,Male,38,Card,1,2999.57,0.12,2639.62,2083.96,555.66,145,Cash
9999.0,2024-11-23 17:00:00,51.0,South,Hyderabad,Store,55567.0,Grocery,Snacks,494830,Female,60,Card,5,122.54,0.22,477.91,502.76,-24.85,227,Wallet
12302.0,2024-05-27 13:00:00,19.0,West,Pune,Store,30367.0,Electronics,Laptops,383514,Female,29,Card,5,30154.25,0.08,138709.55,123479.91,15229.64,121,Debit Card
2193.0,2023-04-02 08:00:00,12.0,East,Patna,Store,57777.0,Household,Utensils,813447,Female,62,Upi,1,2179.66,0.01,2157.86,1616.9,540.97,207,Cash
13604.0,2024-07-20 19:00:00,50.0,South,Chennai,Online,60146.0,Grocery,Snacks,466746,Male,51,Card,1,276.3,0.1,248.67,233.95,14.72,168,Wallet
2871.0,2023-04-30 14:00:00,97.0,West,Pune,Store,23849.0,Grocery,Dairy,420309,Male,26,Card,1,71.64,0.09,65.19,60.24,4.96,284,Debit Card
5649.0,2023-08-24 08:00:00,55.0,West,Ahmedabad,Store,58595.0,Electronics,Appliances,801340,Female,58,Upi,3,42351.56,0.16,106725.93,95990.88,10735.05,186,Credit Card
15406.0,2024-10-03 21:00:00,78.0,North,Chandigarh,Store,72142.0,Grocery,Snacks,346725,Female,65,Card,4,65.0,0.16,218.4,209.41,8.99,167,Cash
13606.0,2024-07-20 21:00:00,41.0,East,Patna,Store,74224.0,Electronics,Appliances,909194,Female,34,Upi,1,2646.26,0.15,2249.32,2009.97,239.36,171,Net Banking
10865.0,2024-03-28 16:00:00,67.0,South,Hyderabad,Store,26080.0,Grocery,Fruits,234066,Male,64,Upi,5,49.66,0.05,235.88,210.5,25.38,355,Cash
3886.0,2023-06-11 21:00:00,45.0,East,Bhubaneswar,Store,68091.0,Household,Cleaning,382046,Male,30,Card,2,937.84,0.09,1706.87,1298.01,408.86,248,Net Banking
19363.0,2025-03-17 18:00:00,18.0,East,Bhubaneswar,Online,45057.0,Grocery,Beverages,682050,Male,55,Card,2,171.59,0.13,298.57,271.0,27.57,295,Credit Card
2902.0,2023-05-01 21:00:00,26.0,West,Pune,Store,92539.0,Electronics,Laptops,692665,Male,48,Card,1,29893.03,0.1,26903.73,23982.12,2921.61,178,Cash
13509.0,2024-07-16 20:00:00,38.0,South,Chennai,Store,97728.0,Household,Utensils,222931,Female,41,Cash,3,2745.07,0.04,7905.8,5699.6,2206.2,248,Credit Card
17854.0,2025-01-13 21:00:00,30.0,West,Ahmedabad,Store,79281.0,Grocery,Dairy,266101,Male,37,Card,3,129.76,0.04,373.71,327.25,46.46,249,Cash
